,Date,Position,artist,song,woc
19,03/28/2006,20,JOEY NEGRO,MAKE A MOVE ON ME,3
20,03/28/2006,21,BEVERLEY KNIGHT,PIECE OF MY HEART,3
21,03/28/2006,22,MVP,BOUNCE SHAKE MOVE STOP,1
22,03/28/2006,23,MASSIVE ATTACK,LIVE WITH ME,2
23,03/28/2006,24,NELLY FT PAUL WALL ALI &amp; GIPP,GRILLZ,2
24,03/28/2006,25,STROKES,HEART IN A CAGE,1
25,03/28/2006,26,SOURCE FT CANDI STATON,YOU GOT THE LOVE,29
26,03/28/2006,27,KELLY CLARKSON,WALK AWAY,2
27,03/28/2006,28,KOOKS,NAIVE,1
28,03/28/2006,29,HILARY DUFF,FLY,2
29,03/28/2006,30,JACK JOHNSON,BETTER TOGETHER,4
30,03/28/2006,31,CRAIG DAVID,UNBELIEVABLE,3
31,03/28/2006,32,JAMES BLUNT,WISEMEN,21
32,03/28/2006,33,SHAPESHIFTERS,INCREDIBLE,3
33,03/28/2006,34,CHRIS BROWN FT JUELZ SANTANA,RUN IT,8
34,03/28/2006,35,BOW WOW FT CIARA,LIKE YOU,3
35,03/28/2006,36,JOSE GONZALEZ,HEARTBEATS,11
36,03/28/2006,37,WILL YOUNG,ALL TIME LOVE,10
37,03/28/2006,38,FALL OUT BOY,SUGAR WE'RE GOIN DOWN,7
38,03/28/2006,39,KEISHA WHITE,THE WEAKNESS IN ME,4
39,03/28/2006,40,LACUNA COIL,OUR TRUTH,1
40,03/28/2006,41,ORDINARY BOYS,BOYS WILL BE BOYS,14
41,03/28/2006,42,HI-TACK,SAY SAY SAY (WAITING 4 U),10
42,03/28/2006,43,KELLY CLARKSON,BECAUSE OF YOU,17
43,03/28/2006,44,SHAYNE WARD,THAT'S MY GOAL,14
44,03/28/2006,45,MADONNA,HUNG UP,20
45,03/28/2006,46,ARCTIC MONKEYS,WHEN THE SUN GOES DOWN,10
46,03/28/2006,47,BEYONCE FT SLIM THUG,CHECK ON IT,10
47,03/28/2006,48,SHAKIRA,DON'T BOTHER,4
48,03/28/2006,49,CHARLOTTE CHURCH,MOODSWINGS (TO COME AT ME LIKE THAT),4
49,03/28/2006,50,WESTLIFE,AMAZING,5
50,03/28/2006,51,KANYE WEST FT JAMIE FOXX,GOLD DIGGER,27
51,03/28/2006,52,LADYFUZZ,BOUNCY BALL,1
52,03/28/2006,53,JAMES BLUNT,GOODBYE MY LOVER,14
53,03/28/2006,54,DEAD OR ALIVE,YOU SPIN ME ROUND,33
54,03/28/2006,55,SIMON WEBBE,AFTER ALL THIS TIME,5
55,03/28/2006,56,MICHAEL JACKSON,BEAT IT,14
56,03/28/2006,57,NIZLOPI,JCB SONG,15
57,03/28/2006,58,PLACEBO,BECAUSE I WANT YOU,3
58,03/28/2006,59,RAMMSTEIN,MANN GEGEN MANN,1
59,03/28/2006,60,BE YOUR OWN PET,ADVENTURE,2
60,03/28/2006,61,MARY J BLIGE,BE WITHOUT YOU,14
61,03/28/2006,62,SUNBLOCK,I'LL BE READY,11
62,03/28/2006,63,FREEMASONS FT AMANDA WILSON,WATCHIN',4
63,03/28/2006,64,MARK RONSON FT ALEX GREENWALD,JUST,2
64,03/28/2006,65,PUSSYCAT DOLLS FT BUSTA RHYMES,DON'T CHA,31
65,03/28/2006,66,MICHAEL JACKSON,BILLIE JEAN,18
66,03/28/2006,67,50 CENT,CANDY SHOP,32
67,03/28/2006,68,ARCTIC MONKEYS,I BET YOU LOOK GOOD ON THE DANCEFLOOR,23
68,03/28/2006,69,PUSSYCAT DOLLS,STICKWITU,17
69,03/28/2006,70,KT TUNSTALL,ANOTHER PLACE TO FALL,2
70,03/28/2006,71,JUELZ SANTANA,THERE IT GO (THE WHISTLE SONG),2
71,03/28/2006,72,KILLING JOKE,HOSANNAS FROM THE BASEMENTS OF HELL,1
72,03/28/2006,73,GORILLAZ,DIRTY HARRY,18
73,03/28/2006,74,BATTLE,TENDENCY,2
74,03/28/2006,75,DANIEL POWTER,BAD DAY,35
75,03/28/2006,76,KELLY CLARKSON,SINCE U BEEN GONE,38
76,03/28/2006,77,SUGABABES,UGLY,16
77,03/28/2006,78,SIGUR ROS,HOPPIPOLLA,3
78,03/28/2006,79,GORILLAZ,DARE,30
79,03/28/2006,80,HARD-FI,CASH MACHINE,13
80,03/28/2006,81,RICHARD HAWLEY,BORN UNDER A BAD SIGN,1
81,03/28/2006,82,BODYROCKERS,I LIKE THE WAY,48
82,03/28/2006,83,ALL-AMERICAN REJECTS,MOVE ALONG,4
83,03/28/2006,84,COLDPLAY,FIX YOU,29
84,03/28/2006,85,JESSE MCCARTNEY,BEAUTIFUL SOUL,8
85,03/28/2006,86,KOOKS,YOU DON'T LOVE ME,6
86,03/28/2006,87,AUTOMATIC,RAOUL,1
87,03/28/2006,88,LIZ MCCLARNON,WOMAN IN LOVE/I GET THE SWEETEST FEELING,6
88,03/28/2006,89,GREEN DAY,WAKE ME UP WHEN SEPTEMBER ENDS,28
89,03/28/2006,90,50 CENT,HUSTLER'S AMBITION,8
90,03/28/2006,91,EDITORS,MUNICH,15
91,03/28/2006,92,COLDPLAY,TALK,14
92,03/28/2006,93,TOM NOVY FT MICHAEL MARSHALL,YOUR BODY,18
93,03/28/2006,94,SIMON WEBBE,NO WORRIES,20
94,03/28/2006,95,DHT FT EDMEE,LISTEN TO YOUR HEART,16
95,03/28/2006,96,2PAC FT ELTON JOHN,GHETTO GOSPEL,30
96,03/28/2006,97,BOB SINCLAR FT GARY NESTA PINE,LOVE GENERATION,20
97,03/28/2006,98,RICHARD ASHCROFT,BREAK THE NIGHT WITH COLOUR,11
98,03/28/2006,99,GRAHAM COXON,STANDING ON MY OWN AGAIN,4
99,03/28/2006,100,WESTLIFE,YOU RAISE ME UP,18
0,03/28/2005,1,TONY CHRISTIE FT PETER KAY,(IS THIS THE WAY TO) AMARILLO,2
1,03/28/2005,2,MARIO,LET ME LOVE YOU,5
2,03/28/2005,3,MCFLY,ALL ABOUT YOU/YOU'VE GOT A FRIEND,3
3,03/28/2005,4,50 CENT,CANDY SHOP,1
4,03/28/2005,5,ELVIS PRESLEY,RETURN TO SENDER,1
5,03/28/2005,6,WILL SMITH,SWITCH,1
6,03/28/2005,7,GWEN STEFANI FT EVE,RICH GIRL,2
7,03/28/2005,8,NATALIE IMBRUGLIA,SHIVER,1
8,03/28/2005,9,SUNSET STRIPPERS,FALLING STARS,3
9,03/28/2005,10,NELLY FT TIM MCGRAW,OVER AND OVER,5
10,03/28/2005,11,JEM,THEY,2
11,03/28/2005,12,BASEMENT JAXX,OH MY GOSH,2
12,03/28/2005,13,FADERS,NO SLEEP TONIGHT,1
13,03/28/2005,14,JENNIFER LOPEZ,GET RIGHT,6
14,03/28/2005,15,ERASURE,DON'T SAY YOU LOVE ME,1
15,03/28/2005,16,AKON,LOCKED UP,5
16,03/28/2005,17,PHANTOM PLANET,CALIFORNIA,4
17,03/28/2005,18,BRITISH SEA POWER,IT ENDED ON AN OILY STAGE,1
18,03/28/2005,19,SHAPESHIFTERS,BACK TO BASICS,2
19,03/28/2005,20,CABIN CREW,STAR TO FALL,4
20,03/28/2005,21,KASABIAN,CLUB FOOT,4
21,03/28/2005,22,STEREOPHONICS,DAKOTA,4
22,03/28/2005,23,GREEN DAY,HOLIDAY,2
23,03/28/2005,24,G4,BOHEMIAN RHAPSODY,2
24,03/28/2005,25,SUBWAYS,OH YEAH,1
25,03/28/2005,26,BEVERLEY KNIGHT,KEEP THIS FIRE BURNING,2
26,03/28/2005,27,BRITNEY SPEARS,DO SOMETHIN',4
27,03/28/2005,28,XTM &amp; DJ CHUCKY PTS ANNIA,GIVE ME YOUR LOVE,1
28,03/28/2005,29,DAMIEN RICE,VOLCANO,1
29,03/28/2005,30,LL COOL J FT 7 AURELIUS,HUSH,6
30,03/28/2005,31,GAME FT 50 CENT,HOW WE DO,6
31,03/28/2005,32,FINN BROTHERS,EDIBLE FLOWERS,1
32,03/28/2005,33,QUEENS OF THE STONE AGE,LITTLE SISTER,2
33,03/28/2005,34,GIRLS ALOUD,WAKE ME UP,5
34,03/28/2005,35,USHER,CAUGHT UP,5
35,03/28/2005,36,ELVIS PRESLEY,SHE'S NOT YOU,2
36,03/28/2005,37,BRIGHT EYES,FIRST DAY OF MY LIFE,1
37,03/28/2005,38,I AM KLOOT,OVER MY SHOULDER,1
38,03/28/2005,39,ROOTS MANUVA,TOO COLD,1
39,03/28/2005,40,JAY-Z &amp; LINKIN PARK,NUMB/ENCORE,18
40,03/28/2005,41,FABOLOUS FT MIKE SHOREY,BABY,1
41,03/28/2005,42,TYLER JAMES,FOOLISH,3
42,03/28/2005,43,NEW ORDER,KRAFTY,3
43,03/28/2005,44,DIZZEE RASCAL,OFF 2 WORK,1
44,03/28/2005,45,TOM VEK,I AIN'T SAYING MY GOODBYES,1
45,03/28/2005,46,BECK,E-PRO,2
46,03/28/2005,47,EMINEM,LIKE TOY SOLDIERS,8
47,03/28/2005,48,THRILLS,THE IRISH KEEP GATE-CRASHING,1
48,03/28/2005,49,BRAVERY,AN HONEST MISTAKE,4
49,03/28/2005,50,BRANDY,WHO IS SHE 2 U,1
50,03/28/2005,51,KAISER CHIEFS,OH MY GOD,6
51,03/28/2005,52,JOHN LEGEND,USED TO LOVE U,2
52,03/28/2005,53,VERBALICIOUS,DON'T PLAY NICE,5
53,03/28/2005,54,MERCURY REV,ACROSS YER OCEAN,1
54,03/28/2005,55,BRIAN MCFADDEN &amp; DELTA GOODREM,ALMOST HERE,8
55,03/28/2005,56,U2,SOMETIMES YOU CAN'T MAKE IT ON YOUR OWN,7
56,03/28/2005,57,ELVIS PRESLEY,GOOD LUCK CHARM,3
57,03/28/2005,58,GREEN DAY,BOULEVARD OF BROKEN DREAMS,17
58,03/28/2005,59,JOSS STONE,SPOILED,2
59,03/28/2005,60,MILLION DEAD,LIVING THE DREAM,1
60,03/28/2005,61,UNITING NATIONS,OUT OF TOUCH,18
61,03/28/2005,62,DESTINY'S CHILD/TI/LIL WAYNE,SOLDIER,7
62,03/28/2005,63,HOWARD BROWN,YOU'RE THE FIRST THE LAST MY EVERYTHING,3
63,03/28/2005,64,MARS VOLTA,THE WIDOW,2
64,03/28/2005,65,SNOOP DOGG FT PHARRELL,LET'S GET BLOWN,5
65,03/28/2005,66,SLK,HYPE HYPE,3
66,03/28/2005,67,REFLEKT FT DELLINE BASS,NEED TO FEEL LOVED,5
67,03/28/2005,68,STYLES &amp; BREEZE/KAREN DANZIG,HEARTBEATZ,4
68,03/28/2005,69,CHEMICAL BROTHERS,GALVANIZE,10
69,03/28/2005,70,MOBY,LIFT ME UP,4
70,03/28/2005,71,BLACK VELVETS,3345,2
71,03/28/2005,72,MY CHEMICAL ROMANCE,I'M NOT OKAY (I PROMISE),3
72,03/28/2005,73,ELVIS PRESLEY,ROCK-A-HULA BABY,4
73,03/28/2005,74,DANIEL BEDINGFIELD,WRAP MY WORDS AROUND YOU,7
74,03/28/2005,75,TWEET FT MISSY ELLIOTT,TURN DA LIGHTS OFF,3
75,03/28/2005,76,SYDENHAM &amp; FERRER,SANDCASTLES,1
76,03/28/2005,77,TERRI WALKER,WHOOPSIE DAISY,2
77,03/28/2005,78,GLITTERATI,YOU GOT NOTHING ON ME,2
78,03/28/2005,79,EXHIBIT A,G MINOR,1
79,03/28/2005,80,CIARA FT PETEY PABLO,GOODIES,12
80,03/28/2005,81,QUEEN ADREENA,FM DOLL,1
81,03/28/2005,82,ADEMA,TORNADO,1
82,03/28/2005,83,ASHANTI,ONLY U,9
83,03/28/2005,84,TIEFSCHWARZ,ISSST,1
84,03/28/2005,85,LOST WITNESS FT TIFF LACEY,HOME,1
85,03/28/2005,86,SARA JORGE,SHOCK TO THE SYSTEM,1
86,03/28/2005,87,HELP SHE CAN'T SWIM,I DON'T NEED YOU/LA AIN'T NO GREAT PLACE,1
87,03/28/2005,88,FIVE O'CLOCK HEROES,RUN TO HER,1
88,03/28/2005,89,T.I.,BRING EM OUT,2
89,03/28/2005,90,ASHLEE SIMPSON,LA LA,7
90,03/28/2005,91,ROOSTER,STARING AT THE SUN,9
91,03/28/2005,92,BE YOUR OWN PET,DAMN DAMN LEASH,2
92,03/28/2005,93,SUB FOCUS,X RAY/SCARECROW,3
93,03/28/2005,94,PAUL WELLER,EARLY MORNING RAIN,2
94,03/28/2005,95,SHAPESHIFTERS,LOLA'S THEME,20
95,03/28/2005,96,CIARA FT MISSY ELLIOT,1 2 STEP,3
96,03/28/2005,97,HOUSE OF PAIN,JUMP AROUND,22
97,03/28/2005,98,SOLITAIRE,YOU GOT THE LOVE,2
98,03/28/2005,99,ERIC PRYDZ,CALL ON ME,28
99,03/28/2005,100,VAN HUNT,DOWN HERE IN HELL (WITH YOU),1
0,03/28/2004,1,USHER FT LIL' JON &amp; LUDACRIS,YEAH,2
1,03/28/2004,2,DJ CASPER,CHA CHA SLIDE,4
2,03/28/2004,3,ANASTACIA,LEFT OUTSIDE ALONE,1
3,03/28/2004,4,BLUE,BREATHE EASY,1
4,03/28/2004,5,DARKNESS,LOVE IS ONLY A FEELING,1
5,03/28/2004,6,BRITNEY SPEARS,TOXIC,4
6,03/28/2004,7,OUTKAST FT SLEEPY BROWN,THE WAY YOU MOVE,1
7,03/28/2004,8,SUGABABES,IN THE MIDDLE,1
8,03/28/2004,9,KANYE WEST,THROUGH THE WIRE,2
9,03/28/2004,10,NERD,SHE WANTS TO MOVE,2
10,03/28/2004,11,WILL YOUNG,YOUR GAME,2
11,03/28/2004,12,JAMELIA,THANK YOU,5
12,03/28/2004,13,JENNIFER LOPEZ,BABY I LOVE U,3
13,03/28/2004,14,ENRIQUE FT KELIS,NOT IN LOVE,3
14,03/28/2004,15,PETER ANDRE,MYSTERIOUS GIRL,24
15,03/28/2004,16,BLACK EYED PEAS,HEY MAMA,3
16,03/28/2004,17,FOUNTAINS OF WAYNE,STACY'S MOM,3
17,03/28/2004,18,BEENIE MAN FT MS THING,DUDE,4
18,03/28/2004,19,KYLIE MINOGUE,RED BLOODED WOMAN,4
19,03/28/2004,20,GEORGE MICHAEL,AMAZING,4
20,03/28/2004,21,DELAYS,NEARER THAN HEAVEN,1
21,03/28/2004,22,MISSY ELLIOTT,I'M REALLY HOT,1
22,03/28/2004,23,NELLY FURTADO,TRY,2
23,03/28/2004,24,BLINK 182,I MISS YOU,4
24,03/28/2004,25,DIVINE COMEDY,COME HOME BILLY BIRD,1
25,03/28/2004,26,KEANE,SOMEWHERE ONLY WE KNOW,6
26,03/28/2004,27,LMC VS U2,TAKE ME TO THE CLOUDS ABOVE,9
27,03/28/2004,28,TRAVIS,LOVE WILL COME THROUGH,1
28,03/28/2004,29,BOOGIE PIMPS,SOMEBODY TO LOVE,12
29,03/28/2004,30,KELIS,MILKSHAKE,12
30,03/28/2004,31,JAMIE CULLUM,THESE ARE THE DAYS/FRONTIN',3
31,03/28/2004,32,MARQUES HOUSTON,CLUBBIN,3
32,03/28/2004,33,KATIE MELUA,THE CLOSEST THING TO CRAZY,17
33,03/28/2004,34,WESTLIFE,OBVIOUS,5
34,03/28/2004,35,BUSTED,WHO'S DAVID,6
35,03/28/2004,36,50 CENT &amp; G UNIT,IF I CAN'T/THEM THANGS,5
36,03/28/2004,37,VS,LOVE YOU LIKE MAD,5
37,03/28/2004,38,FYA FT SMUJJI,MUST BE LOVE,4
38,03/28/2004,39,NO DOUBT,IT'S MY LIFE/BATHWATER,4
39,03/28/2004,40,PHIXX,LOVE REVOLUTION,3
40,03/28/2004,41,AGNELLI &amp; NELSON FT AUREUS,HOLDING ON TO NOTHING,1
41,03/28/2004,42,KATIE MELUA,CALL OFF THE SEARCH,2
42,03/28/2004,43,LIONEL RICHIE,JUST FOR YOU,3
43,03/28/2004,44,KRAFTWERK,AERODYNAMIK,2
44,03/28/2004,45,OUTKAST,HEY YA,20
45,03/28/2004,46,EAMON,FUCK IT (I DON'T WANT YOU BACK),1
46,03/28/2004,47,DEEPEST BLUE,GIVE IT AWAY,6
47,03/28/2004,48,ALISTAIR GRIFFIN,YOU AND ME (TONIGHT),2
48,03/28/2004,49,B2K FT FABOLOUS,BADABOOM,3
49,03/28/2004,50,LEMAR,ANOTHER DAY,5
50,03/28/2004,51,KILLERS,SOMEBODY TOLD ME,2
51,03/28/2004,52,AMEN,CALIFORNIA'S BLEEDING,1
52,03/28/2004,53,DJ NATION,X-RATED,2
53,03/28/2004,54,NORTHERN HEIGHTZ,LOOK AT US,3
54,03/28/2004,55,JUNGLE BOYS,JUNGLE ROCK,3
55,03/28/2004,56,NICKELBACK,FEELIN' WAY TOO DAMN GOOD,2
56,03/28/2004,57,OZZY &amp; KELLY OSBOURNE,CHANGES,16
57,03/28/2004,58,CYPRESS HILL,WHAT'S YOUR NUMBER,2
58,03/28/2004,59,RONAN KEATING,SHE BELIEVES (IN ME),7
59,03/28/2004,60,SOUTH,COLOURS IN WAVES,1
60,03/28/2004,61,WILL YOUNG,LEAVE RIGHT NOW,18
61,03/28/2004,62,SO SOLID CREW,SO GRIMEY,1
62,03/28/2004,63,ADAM GREEN,JESSICA/KOKOMO,1
63,03/28/2004,64,2PLAY FT RAGHAV &amp; JUCXI,SO CONFUSED,11
64,03/28/2004,65,JET,LOOK WHAT YOU'VE DONE,3
65,03/28/2004,66,COURTNEY LOVE,MONO,2
66,03/28/2004,67,MC JIG,CHA CHA SLIDE,4
67,03/28/2004,68,STARSAILOR,FOUR TO THE FLOOR,4
68,03/28/2004,69,VINES,RIDE,3
69,03/28/2004,70,MICHAEL ANDREWS FT GARY JULES,MAD WORLD,15
70,03/28/2004,71,RAGHAV,CAN'T GET ENOUGH,6
71,03/28/2004,72,SEAN PAUL FT SASHA,I'M STILL IN LOVE WITH YOU,12
72,03/28/2004,73,SAM &amp; MARK,WITH A LITTLE HELP FROM MY FRIENDS,7
73,03/28/2004,74,SNOW PATROL,RUN,9
74,03/28/2004,75,SERAPHIM SUITE,HEART,2
75,03/28/2004,76,PINK GREASE,FEVER,1
76,03/28/2004,77,MARK JOSEPH,BRINGING BACK THOSE MEMORIES,2
77,03/28/2004,78,MUM,NIGHTLY CARES,1
78,03/28/2004,79,MAGNET &amp; GEMMA HAYES,LAY LADY LAY,1
79,03/28/2004,80,SKYLARK,THAT'S MORE LIKE IT,2
80,03/28/2004,81,ALOUD,BOB O'LEAN,1
81,03/28/2004,82,GENERATOR/JON THE DENTIST,WHERE ARE YOU NOW/FEEL SO GOOD,1
82,03/28/2004,83,KEISHA WHITE,WATCHA GONNA DO,2
83,03/28/2004,84,WILLY WASHINGTON PTS JAZMINA,IT AIN'T EASY,1
84,03/28/2004,85,TIESTO,TRAFFIC,3
85,03/28/2004,86,JANET JACKSON,JUST A LITTLE WHILE,1
86,03/28/2004,87,HAVEN,WOULDN'T CHANGE A THING,2
87,03/28/2004,88,STONEBRIDGE FT THERESE,PUT EM HIGH,4
88,03/28/2004,89,BLUE FT STEVIE WONDER,SIGNED SEALED DELIVERED I'M YOURS,12
89,03/28/2004,90,LOSTPROPHETS,LAST TRAIN HOME,8
90,03/28/2004,91,X IS LOADED,LAUGH POINT &amp; WAVE,1
91,03/28/2004,92,50 CENT,IN DA CLUB,27
92,03/28/2004,93,CHIKINKI,LIKE IT OR LEAVE IT,2
93,03/28/2004,94,50 CENT,P.I.M.P.,13
94,03/28/2004,95,BUCCI BAG,MORE LEMONADE,2
95,03/28/2004,96,OBIE TRICE FT NATE DOGG,THE SET UP (YOU DON'T KNOW),4
96,03/28/2004,97,RANDOM HOUSE PROJECT/R OWENS,LONGING,1
97,03/28/2004,98,POWDER,UP HERE,1
98,03/28/2004,99,STIMULANT DJ'S,HOOVERTIME,3
99,03/28/2004,100,DR DRE FT SNOOP DOGG,THE NEXT EPISODE,17
0,03/28/2003,1,GARETH GATES FT THE KUMARS,SPIRIT IN THE SKY,2
1,03/28/2003,2,MIS-TEEQ,SCANDALOUS,1
2,03/28/2003,3,RICHARD X VS LIBERTY X,BEING NOBODY,1
3,03/28/2003,4,BLUE,U MAKE ME WANNA,1
4,03/28/2003,5,JUNIOR SENIOR,MOVE YOUR FEET,4
5,03/28/2003,6,JENNIFER LOPEZ FT LL COOL J,ALL I HAVE,2
6,03/28/2003,7,SIMPLY RED,SUNRISE,1
7,03/28/2003,8,DELTA GOODREM,BORN TO TRY,2
8,03/28/2003,9,50 CENT,IN DA CLUB,2
9,03/28/2003,10,LINKIN PARK,SOMEWHERE I BELONG,1
10,03/28/2003,11,B2K FT P. DIDDY,BUMP BUMP BUMP,1
11,03/28/2003,12,JA RULE FT ASHANTI,MESMERIZE,1
12,03/28/2003,13,CHRISTINA AGUILERA,BEAUTIFUL,6
13,03/28/2003,14,DANNII MINOGUE,I BEGIN TO WONDER,3
14,03/28/2003,15,QUEEN &amp; VANGUARD,FLASH,1
15,03/28/2003,16,MISSY ELLIOTT FT LUDACRIS,GOSSIP FOLKS,2
16,03/28/2003,17,DJ SAMMY,THE BOYS OF SUMMER,4
17,03/28/2003,18,SHANIA TWAIN,KA-CHING,2
18,03/28/2003,19,TATU,ALL THE THINGS SHE SAID,10
19,03/28/2003,20,NERD,PROVIDER/LAPDANCE,1
20,03/28/2003,21,SUGABABES,SHAPE,2
21,03/28/2003,22,EMINEM,SING FOR THE MOMENT,3
22,03/28/2003,23,JUSTIN TIMBERLAKE,CRY ME A RIVER,7
23,03/28/2003,24,PLACEBO,BITTER END,2
24,03/28/2003,25,NELLY FT JUSTIN TIMBERLAKE,WORK IT,3
25,03/28/2003,26,UN-CUT,MIDNIGHT,1
26,03/28/2003,27,BUSTED,YEAR 3000,10
27,03/28/2003,28,JAN WAYNE,TOTAL ECLIPSE OF THE HEART,1
28,03/28/2003,29,EMINEM,LOSE YOURSELF,16
29,03/28/2003,30,MJ COLE,WONDERING WHY,1
30,03/28/2003,31,GOOD CHARLOTTE,LIFESTYLES OF THE RICH AND FAMOUS,7
31,03/28/2003,32,KELLY ROWLAND,STOLE,8
32,03/28/2003,33,SOMETHING CORPORATE,PUNK ROCK PRINCESS,1
33,03/28/2003,34,DANIEL BEDINGFIELD,IF YOU'RE NOT THE ONE,17
34,03/28/2003,35,SINEAD QUINN,I CAN'T BREAK DOWN,6
35,03/28/2003,36,STEREOPOL FT NEVADA,DANCIN' TONIGHT,1
36,03/28/2003,37,OK GO,GET OVER IT,2
37,03/28/2003,38,DARIUS,INCREDIBLE (WHAT I MEANT TO SAY),3
38,03/28/2003,39,CAM'RON FT JUELZ SANTANA,HEY MA,8
39,03/28/2003,40,SAINT ETIENNE,SOFT LIKE ME,1
40,03/28/2003,41,D4,LADIES MAN,1
41,03/28/2003,42,GIRLS ALOUD,SOUND OF THE UNDERGROUND,14
42,03/28/2003,43,DISTORTED MINDS,T-10/THE TENTH PLANET,1
43,03/28/2003,44,AINSLIE HENDERSON,KEEP ME A SECRET,4
44,03/28/2003,45,JAY-Z FT BEYONCE KNOWLES,03 BONNIE &amp; CLYDE,9
45,03/28/2003,46,DAVID SNEDDON,STOP LIVING THE LIE,10
46,03/28/2003,47,MELANIE C,HERE IT COMES AGAIN,4
47,03/28/2003,48,THRILLS,ONE HORSE TOWN,2
48,03/28/2003,49,BLUE FT ELTON JOHN,SORRY SEEMS TO BE THE HARDEST WORD,15
49,03/28/2003,50,PORN KINGS VS FLIP &amp; FILL,SHAKE YA SHIMMY,2
50,03/28/2003,51,SEAN PAUL,GIMME THE LIGHT,7
51,03/28/2003,52,APPLETON,DON'T WORRY,6
52,03/28/2003,53,OASIS,SONGBIRD,7
53,03/28/2003,54,BURN,DRUNKEN FOOL,1
54,03/28/2003,55,COUNTING CROWS FT V CARLTON,BIG YELLOW TAXI,7
55,03/28/2003,56,MOCK TURTLES,CAN YOU DIG IT,3
56,03/28/2003,57,CORAL,DON'T THINK YOU'RE THE FIRST,3
57,03/28/2003,58,SODA CLUB FT HANNAH ALETHEA,HEAVEN IS A PLACE ON EARTH,4
58,03/28/2003,59,SARAH WHATMORE,AUTOMATIC,6
59,03/28/2003,60,CARDIGANS,FOR WHAT IT'S WORTH,2
60,03/28/2003,61,PANJABI MC,MUNDIAN TO BACH KE,10
61,03/28/2003,62,ELECTRIC SIX,DANGER HIGH VOLTAGE,11
62,03/28/2003,63,BAD COMPANY UK/RAWHILL CRU,MO' FIRE,3
63,03/28/2003,64,RAZE,BREAK 4 LOVE,1
64,03/28/2003,65,ARTIFICIAL FUNK FT N ETTISON,TOGETHER,2
65,03/28/2003,66,RED HOT CHILI PEPPERS,CAN'T STOP,6
66,03/28/2003,67,GARETH GATES,WHAT MY HEART WANTS TO SAY,13
67,03/28/2003,68,BIG BROVAZ,OK,7
68,03/28/2003,69,JAIMESON FT ANGEL BLU,TRUE,10
69,03/28/2003,70,KATOI,TOUCH YOU,1
70,03/28/2003,71,JURGEN VRIES FT CMC,THE OPERA SONG (BRAVE NEW WORLD),9
71,03/28/2003,72,GUYVER,TRAPPED/DIFFERENCES,1
72,03/28/2003,73,KIRA,I'LL BE YOUR ANGEL,5
73,03/28/2003,74,BLAZIN' SQUAD,REMINISCE/WHERE THE STORY ENDS,6
74,03/28/2003,75,ROBBIE WILLIAMS,FEEL,15
75,03/28/2003,76,KELLY OSBOURNE,SHUT UP,7
76,03/28/2003,77,WILL YOUNG,DON'T LET ME DOWN/YOU AND I,17
77,03/28/2003,78,KID CREME FT MC SHURAKANO,DOWN AND UNDER (TOGETHER),2
78,03/28/2003,79,VARIOUS ARTISTS,HARD TRANCE EP - VOL 3,1
79,03/28/2003,80,SUM 41,THE HELL SONG,4
80,03/28/2003,81,ONE TRUE VOICE,SACRED TRUST/AFTER YOU'RE GONE,12
81,03/28/2003,82,LADYTRON,BLUE JEANS,2
82,03/28/2003,83,FC KAHUNA,HAYLING,2
83,03/28/2003,84,ALPINESTARS,BURNING UP,1
84,03/28/2003,85,BUSTA RHYMES FT SPLIFF STAR,MAKE IT CLAP,5
85,03/28/2003,86,PHIL COLLINS,LEAST YOU CAN DO/WAKE UP CALL,1
86,03/28/2003,87,FOSTER &amp; ALLEN WITH SILKS,THE FIELDS OF ATHENRY,2
87,03/28/2003,88,AVRIL LAVIGNE,I'M WITH YOU,1
88,03/28/2003,89,WILL YOUNG &amp; GARETH GATES,THE LONG AND WINDING ROAD/SUSPICIOUS,26
89,03/28/2003,90,RACHEL WHITE,CINDERELLA'S PLAYING OUT,1
90,03/28/2003,91,CARL COX &amp; CHRISTIAN SMITH,DIRTY BASS,1
91,03/28/2003,92,USED,THE TASTE OF INK,2
92,03/28/2003,93,MEAT KATIE MEETS LEE COOMBS,HUM,1
93,03/28/2003,94,RONAN KEATING,I LOVE IT WHEN WE DO,26
94,03/28/2003,95,ZOE BIRKETT,TREAT ME LIKE A LADY,8
95,03/28/2003,96,DJ FORMAT FT CHALI 2NA &amp; AKIL,WE KNOW SOMETHING YOU DON'T KNOW,2
96,03/28/2003,97,COLOUR OF FIRE,DECISIONS DECISIONS,1
97,03/28/2003,98,3RD EDGE,KNOW YOU WANNA,5
98,03/28/2003,99,SIMON BASSLINE SMITH,FRIDAY/IF U NEED SOMEONE,1
99,03/28/2003,100,VARIOUS ARTISTS,UK HARD TRANCE - VOL 3,1
0,03/28/2002,1,GARETH GATES,UNCHAINED MELODY,1
1,03/28/2002,2,WILL YOUNG,ANYTHING IS POSSIBLE/EVERGREEN,4
2,03/28/2002,3,ALI G AND SHAGGY,ME JULIE,2
3,03/28/2002,4,SHAKIRA,WHENEVER WHEREVER,4
4,03/28/2002,5,MARILYN MANSON,TAINTED LOVE,1
5,03/28/2002,6,BLUE,FLY BY II,1
6,03/28/2002,7,GEORGE MICHAEL,FREEEK,1
7,03/28/2002,8,DARREN HAYES,INSATIABLE,1
